id,proyecto,provincia,tecnologia,ronda,potencia_mw,latitud,longitud,avance,estado,periodo_max,geojson
108-BM-01,C.T. GARRUCHOS,CORRIENTES,BIOMASA,RESOLUCIÓN 108/2011,36,-27.949589,-55.993064,1,Finalizado,202111,"{""type"":""Point"",""coordinates"":[-55.993064,-27.949589]}"
108-EOL-01,P.E. NECOCHEA ,BUENOS AIRES,EÓLICA,RESOLUCIÓN 108/2011,0.25,-38.60429722,-58.79039722,1,Finalizado,202111,"{""type"":""Point"",""coordinates"":[-58.79039722,-38.60429722]}"
108-EOL-02,P.E. DIADEMA ,CHUBUT,EÓLICA,RESOLUCIÓN 108/2011,6.3,-45.74651111,-67.69478333,1,Finalizado,202111,"{""type"":""Point"",""coordinates"":[-67.69478333,-45.74651111]}"
108-EOL-03,P.E. TORDILLO,CHUBUT,EÓLICA,RESOLUCIÓN 108/2011,3,-45.85096,-67.90829,1,Finalizado,202111,"{""type"":""Point"",""coordinates"":[-67.90829,-45.85096]}"
108-EOL-04,P.E. ARAUCO I ETAPA I,LA RIOJA,EÓLICA,RESOLUCIÓN 108/2011,25.2,-28.66835,-66.75241,1,Finalizado,202111,"{""type"":""Point"",""coordinates"":[-66.75241,-28.66835]}"
108-EOL-05,P.E. ARAUCO I ETAPA II,LA RIOJA,EÓLICA,RESOLUCIÓN 108/2011,25.2,-28.66835,-66.75241,1,Finalizado,202111,"{""type"":""Point"",""coordinates"":[-66.75241,-28.66835]}"
108-EOL-06,P.E. EL JUME,SANTIAGO DEL ESTERO,EÓLICA,RESOLUCIÓN 108/2011,8,-29.41893889,-63.71035,1,Finalizado,202111,"{""type"":""Point"",""coordinates"":[-63.71035,-29.41893889]}"
108-PAH-01,P.A.H. SALTO ANDERSEN,LA PAMPA,PAH,RESOLUCIÓN 108/2011,7.9,-38.82148,-64.817286,1,Finalizado,202111,"{""type"":""Point"",""coordinates"":[-64.817286,-38.82148]}"
108-SFV-01,P.S. SAN JUAN I ,SAN JUAN,SOLAR,RESOLUCIÓN 108/2011,1.2,-31.389074,-68.675235,1,Finalizado,202111,"{""type"":""Point"",""coordinates"":[-68.675235,-31.389074]}"
137-PAH-01,P.A.H. NIHUIL IV,MENDOZA,PAH,RESOLUCIÓN 137/2011,30,-34.90399,-68.617607,1,Finalizado,202111,"{""type"":""Point"",""coordinates"":[-68.617607,-34.90399]}"
BG-01,C.T. RÍO CUARTO I,CÓRDOBA,BIOGÁS,RENOVAR RONDA 1,2,-33.18534722,-64.38525833,1,Finalizado,202111,"{""type"":""Point"",""coordinates"":[-64.38525833,-33.18534722]}"
BG-02,C.T. RÍO CUARTO II,CÓRDOBA,BIOGÁS,RENOVAR RONDA 1,1.2,-33.17822222,-64.38319444,1,Finalizado,202111,"{""type"":""Point"",""coordinates"":[-64.38319444,-33.17822222]}"
BG-03,C.T. YANQUETRUZ,SAN LUIS,BIOGÁS,RENOVAR RONDA 1,1.2,-33.37818611,-65.56849167,1,Finalizado,202111,"{""type"":""Point"",""coordinates"":[-65.56849167,-33.37818611]}"
BG-04,C.T. SAN PEDRO VERDE,SANTA FE,BIOGÁS,RENOVAR RONDA 1,1.415,-34.22269722,-62.07718611,1,Finalizado,202111,"{""type"":""Point"",""coordinates"":[-62.07718611,-34.22269722]}"
BG-06,C.T. BIOGÁS RICARDONE,SANTA FE,BIOGÁS,RENOVAR RONDA 1,1.2,-32.81138889,-60.765,0.7,En Construcción,202111,"{""type"":""Point"",""coordinates"":[-60.765,-32.81138889]}"
BG-3500,C.T. BIOANGLO,CÓRDOBA,BIOGÁS,RENOVAR RONDA 3,1,-29.86613056,-63.41247778,0,No iniciado,202111,"{""type"":""Point"",""coordinates"":[-63.41247778,-29.86613056]}"
BG-3501,C.T. BIO DE SOUZA,BUENOS AIRES,BIOGÁS,RENOVAR RONDA 3,0.55,-37.657,-61.874,0.7,En Construcción,202111,"{""type"":""Point"",""coordinates"":[-61.874,-37.657]}"
BG-3502,C.T. BELL VILLE,CÓRDOBA,BIOGÁS,RENOVAR RONDA 3,1.2,-32.62162778,-62.63335556,0,No iniciado,202111,"{""type"":""Point"",""coordinates"":[-62.63335556,-32.62162778]}"
BG-3503,C.T. BIO-EITTOR ENERGY,BUENOS AIRES,BIOGÁS,RENOVAR RONDA 3,1.2,-34.074,-59.075,0.9,En Construcción,202111,"{""type"":""Point"",""coordinates"":[-59.075,-34.074]}"
BG-3504,C.T. ADECOAGRO ENERGÍA,SANTA FE,BIOGÁS,RENOVAR RONDA 3,2,-34.197744,-62.120528,0,No iniciado,202111,"{""type"":""Point"",""coordinates"":[-62.120528,-34.197744]}"
BG-3507,C.T. BIOGAS ROJAS,BUENOS AIRES,BIOGÁS,RENOVAR RONDA 3,2.9,-34.193832,-60.711822,0,No iniciado,202111,"{""type"":""Point"",""coordinates"":[-60.711822,-34.193832]}"
BG-3508,C.T. BIOGAS SALTO,BUENOS AIRES,BIOGÁS,RENOVAR RONDA 3,2.9,-34.336587,-60.293077,0,No iniciado,202111,"{""type"":""Point"",""coordinates"":[-60.293077,-34.336587]}"
BG-3509,C.T. BIOGAS VENADO TUERTO II,SANTA FE,BIOGÁS,RENOVAR RONDA 3,1.45,-33.785396,-61.944857,0,No iniciado,202111,"{""type"":""Point"",""coordinates"":[-61.944857,-33.785396]}"
BG-3510,C.T. GORINA ENERGIA,BUENOS AIRES,BIOGÁS,RENOVAR RONDA 3,1.5,-34.925329,-58.048803,0.2,En Construcción,202111,"{""type"":""Point"",""coordinates"":[-58.048803,-34.925329]}"
BG-3511,C.T. BIOGAS SAN LUIS,SAN LUIS,BIOGÁS,RENOVAR RONDA 3,2,-33.634102,-65.524611,0,No iniciado,202111,"{""type"":""Point"",""coordinates"":[-65.524611,-33.634102]}"
BG-500,C.T. BOMBAL BIOGÁS,SANTA FE,BIOGÁS,RENOVAR RONDA 2,1.2,-33.44072709,-61.30139296,0.15,En Construcción,202111,"{""type"":""Point"",""coordinates"":[-61.30139296,-33.44072709]}"
BG-501,C.T. ARREBEEF ENERGIA,BUENOS AIRES,BIOGÁS,RENOVAR RONDA 2,1.5,-33.76249343,-60.09065779,1,Finalizado,202111,"{""type"":""Point"",""coordinates"":[-60.09065779,-33.76249343]}"
BG-502,C.T. POLLOS SAN MATEO,CÓRDOBA,BIOGÁS,RENOVAR RONDA 2,2.4,-31.16801055,-64.13049123,0.85,En Construcción,202111,"{""type"":""Point"",""coordinates"":[-64.13049123,-31.16801055]}"
BG-503,C.T. JAMES CRAIK,CÓRDOBA,BIOGÁS,RENOVAR RONDA 2,2.4,-32.14518398,-63.43633971,0,No iniciado,202111,"{""type"":""Point"",""coordinates"":[-63.43633971,-32.14518398]}"
BG-504,C.T. RECREO,SANTA FE,BIOGÁS,RENOVAR RONDA 2,2.4,-31.54284935,-60.71653142,0,No iniciado,202111,"{""type"":""Point"",""coordinates"":[-60.71653142,-31.54284935]}"
BG-505,C.T. SAN FRANCISCO,CÓRDOBA,BIOGÁS,RENOVAR RONDA 2,2.4,-31.4818527,-62.13125039,0,No iniciado,202111,"{""type"":""Point"",""coordinates"":[-62.13125039,-31.4818527]}"
BG-506,C.T. BELLA ITALIA,SANTA FE,BIOGÁS,RENOVAR RONDA 2,2.4,-31.28637453,-61.39256753,0,No iniciado,202111,"{""type"":""Point"",""coordinates"":[-61.39256753,-31.28637453]}"
BG-507,C.T. PACUCA BIO ENERGIA,BUENOS AIRES,BIOGÁS,RENOVAR RONDA 2,1,-35.38294846,-59.44294606,1,Finalizado,202111,"{""type"":""Point"",""coordinates"":[-59.44294606,-35.38294846]}"
BG-508,C.T. AB ENERGIA,LA PAMPA,BIOGÁS,RENOVAR RONDA 2,2,-37.9016646,-67.71492985,1,Finalizado,202111,"{""type"":""Point"",""coordinates"":[-67.71492985,-37.9016646]}"
BG-510,C.T. RESENER I,BUENOS AIRES,BIOGÁS,RENOVAR RONDA 2,0.72,-38.6952054,-62.46510068,1,Finalizado,202111,"{""type"":""Point"",""coordinates"":[-62.46510068,-38.6952054]}"
BG-511,C.T. ENRECO,CÓRDOBA,BIOGÁS,RENOVAR RONDA 2,2,-33.36658744,-62.54029554,1,Finalizado,202111,"{""type"":""Point"",""coordinates"":[-62.54029554,-33.36658744]}"
BG-512,C.T. SANTIAGO ENERGÍAS RENOVABLES,SANTIAGO DEL ESTERO,BIOGÁS,RENOVAR RONDA 2,3,-28.28494337,-61.76078211,0.4,En Construcción,202111,"{""type"":""Point"",""coordinates"":[-61.76078211,-28.28494337]}"
BG-513,C.T. GENERAL VILLEGAS,BUENOS AIRES,BIOGÁS,RENOVAR RONDA 2,1.2,-35.17519696,-63.22722113,0.85,En Construcción,202111,"{""type"":""Point"",""coordinates"":[-63.22722113,-35.17519696]}"
BG-514,AMPLIACION 2 CENTRAL BIOELECTRICA,CÓRDOBA,BIOGÁS,RENOVAR RONDA 2,1.2,-33.18419722,-64.38467778,1,Finalizado,202111,"{""type"":""Point"",""coordinates"":[-64.38467778,-33.18419722]}"
BG-515,AMPLIACION BIOELECTRICA DOS,CÓRDOBA,BIOGÁS,RENOVAR RONDA 2,1.2,-33.18061851,-64.3822149,1,Finalizado,202111,"{""type"":""Point"",""coordinates"":[-64.3822149,-33.18061851]}"
BG-516,C.T. BIO JUSTO DARACT,SAN LUIS,BIOGÁS,RENOVAR RONDA 2,1,-33.9142312,-65.17868472,1,Finalizado,202111,"{""type"":""Point"",""coordinates"":[-65.17868472,-33.9142312]}"
BG-517,C.T. BIOGENERADORA SANTA CATALINA,CÓRDOBA,BIOGÁS,RENOVAR RONDA 2,2,-33.22026151,-64.44732132,1,Finalizado,202111,"{""type"":""Point"",""coordinates"":[-64.44732132,-33.22026151]}"
BG-518,AMPLIACION YANQUETRUZ II,SAN LUIS,BIOGÁS,RENOVAR RONDA 2,0.8,-33.37773378,-65.57023868,1,Finalizado,202111,"{""type"":""Point"",""coordinates"":[-65.57023868,-33.37773378]}"
BG-519,C.T. TIGONBÚ ENERGÍA,SAN LUIS,BIOGÁS,RENOVAR RONDA 2,2,-34.81628611,-65.26749722,1,Finalizado,202111,"{""type"":""Point"",""coordinates"":[-65.26749722,-34.81628611]}"
BG-521,C.T. BIOCAÑA,SANTA FE,BIOGÁS,RENOVAR RONDA 2,3,-34.02276269,-61.65125109,0,No iniciado,202111,"{""type"":""Point"",""coordinates"":[-61.65125109,-34.02276269]}"
BG-522,C.T. PERGAMINO,BUENOS AIRES,BIOGÁS,RENOVAR RONDA 2,2.4,-33.92607287,-60.54184991,1,Finalizado,202111,"{""type"":""Point"",""coordinates"":[-60.54184991,-33.92607287]}"
BG-523,C.T. VENADO TUERTO,SANTA FE,BIOGÁS,RENOVAR RONDA 2,1.998,-33.69894354,-62.04373219,1,Finalizado,202111,"{""type"":""Point"",""coordinates"":[-62.04373219,-33.69894354]}"
BG-524,C.T. GENERAL ALVEAR,BUENOS AIRES,BIOGÁS,RENOVAR RONDA 2,1,-36.01651298,-60.10651858,1,Finalizado,202111,"{""type"":""Point"",""coordinates"":[-60.10651858,-36.01651298]}"
BG-525,C.T. EL MANGRULLO,BUENOS AIRES,BIOGÁS,RENOVAR RONDA 2,2,-35.79197669,-60.08019212,0,No iniciado,202111,"{""type"":""Point"",""coordinates"":[-60.08019212,-35.79197669]}"
BG-526,C.T. AVELLANEDA,SANTA FE,BIOGÁS,RENOVAR RONDA 2,6,-29.11834997,-59.64078665,1,Finalizado,202111,"{""type"":""Point"",""coordinates"":[-59.64078665,-29.11834997]}"
BG-527,C.T. CITRUSVIL,TUCUMAN,BIOGÁS,RENOVAR RONDA 2,3,-26.85381333,-65.13546757,1,Finalizado,202111,"{""type"":""Point"",""coordinates"":[-65.13546757,-26.85381333]}"
BG-528,C.T. GIGENA I,CÓRDOBA,BIOGÁS,RENOVAR RONDA 2,1,-32.78613791,-64.19513229,1,Finalizado,202111,"{""type"":""Point"",""coordinates"":[-64.19513229,-32.78613791]}"
BG-529,C.T. VILLA DEL ROSARIO,CÓRDOBA,BIOGÁS,RENOVAR RONDA 2,1,-31.5773278,-63.55268121,1,Finalizado,202111,"{""type"":""Point"",""coordinates"":[-63.55268121,-31.5773278]}"
BG-530,C.T. DEL REY,SANTA FE,BIOGÁS,RENOVAR RONDA 2,1,-29.13859167,-59.65981667,0,No iniciado,202111,"{""type"":""Point"",""coordinates"":[-59.65981667,-29.13859167]}"
BG-531,C.T. DON NICANOR,SANTA FE,BIOGÁS,RENOVAR RONDA 2,1,-29.14021944,-59.87647222,0,No iniciado,202111,"{""type"":""Point"",""coordinates"":[-59.87647222,-29.14021944]}"
BM-01,C.T. GENERACIÓN BIOMASA SANTA ROSA,CORRIENTES,BIOMASA,RENOVAR RONDA 1,12.5,-28.238421,-58.067275,1,Finalizado,202111,"{""type"":""Point"",""coordinates"":[-58.067275,-28.238421]}"
BM-05,C.T. PINDÓ ECO-ENERGÍA,MISIONES,BIOMASA,RENOVAR RONDA 1,2,-26.028333,-54.584444,1,Finalizado,202111,"{""type"":""Point"",""coordinates"":[-54.584444,-26.028333]}"
BM-202-01,C.T. LA FLORIDA,TUCUMAN,BIOMASA,RESOLUCIÓN 202/2016,45,-26.81527778,-65.08527778,0.45,En Construcción,202111,"{""type"":""Point"",""coordinates"":[-65.08527778,-26.81527778]}"
BM-400,C.T. COGENERACIÓN INGENIO LEALES,TUCUMAN,BIOMASA,RENOVAR RONDA 2,2,-27.07406079,-65.2291363,1,Finalizado,202111,"{""type"":""Point"",""coordinates"":[-65.2291363,-27.07406079]}"
BM-401,C.T. PRODEMAN BIOENERGIA,CÓRDOBA,BIOMASA,RENOVAR RONDA 2,9,-32.79425162,-63.86545902,1,Finalizado,202111,"{""type"":""Point"",""coordinates"":[-63.86545902,-32.79425162]}"
BM-404,C.T. KUERA SANTO TOME,CORRIENTES,BIOMASA,RENOVAR RONDA 2,12.92,-28.57686825,-56.02242077,0.1,En Construcción,202111,"{""type"":""Point"",""coordinates"":[-56.02242077,-28.57686825]}"
BM-405,C.T. TICINO BIOMASA S.A.,CÓRDOBA,BIOMASA,RENOVAR RONDA 2,3,-32.70181804,-63.43379881,1,Finalizado,202111,"{""type"":""Point"",""coordinates"":[-63.43379881,-32.70181804]}"
BM-407,C.T. ROJAS,BUENOS AIRES,BIOMASA,RENOVAR RONDA 2,7,-34.19986522,-60.6867836,0,No iniciado,202111,"{""type"":""Point"",""coordinates"":[-60.6867836,-34.19986522]}"
BM-408,C.T. VENADO TUERTO,SANTA FE,BIOMASA,RENOVAR RONDA 2,7,-33.69909577,-62.04147204,0,No iniciado,202111,"{""type"":""Point"",""coordinates"":[-62.04147204,-33.69909577]}"
BM-409,C.T. BIOMASA UNITAN,CHACO,BIOMASA,RENOVAR RONDA 2,6.6,-27.37139336,-59.08748444,0.99,En Construcción,202111,"{""type"":""Point"",""coordinates"":[-59.08748444,-27.37139336]}"
BM-410,C.T. SAN ALONSO,CORRIENTES,BIOMASA,RENOVAR RONDA 2,37,-27.9462337,-56.00046929,0.8,En Construcción,202111,"{""type"":""Point"",""coordinates"":[-56.00046929,-27.9462337]}"
BM-411,C.T.  GENERACIÓN LAS JUNTURAS,CÓRDOBA,BIOMASA,RENOVAR RONDA 2,0.5,-31.83051891,-63.43202319,1,Finalizado,202111,"{""type"":""Point"",""coordinates"":[-63.43202319,-31.83051891]}"
BM-412,C.T. BIOMASA LA FLORIDA,TUCUMAN,BIOMASA,RENOVAR RONDA 2,19,-26.80912482,-65.08754961,0,No iniciado,202111,"{""type"":""Point"",""coordinates"":[-65.08754961,-26.80912482]}"
BM-413,C.T. LAS LOMITAS,FORMOSA,BIOMASA,RENOVAR RONDA 2,10,-24.48382574,-60.39115203,0.43,En Construcción,202111,"{""type"":""Point"",""coordinates"":[-60.39115203,-24.48382574]}"
BM-414,C.T. LA ESCONDIDA,CHACO,BIOMASA,RENOVAR RONDA 2,10,-27.1045742,-59.44292891,1,Finalizado,202111,"{""type"":""Point"",""coordinates"":[-59.44292891,-27.1045742]}"
BM-416,C.T. FERMOSA S.A.,FORMOSA,BIOMASA,RENOVAR RONDA 2,6,-26.08459747,-58.28027096,0,No iniciado,202111,"{""type"":""Point"",""coordinates"":[-58.28027096,-26.08459747]}"
BM-417,C.T. BM MM BIOENERGIA,MISIONES,BIOMASA,RENOVAR RONDA 2,3,-27.63032594,-55.43592348,1,Finalizado,202111,"{""type"":""Point"",""coordinates"":[-55.43592348,-27.63032594]}"
BM-418,C.T. CAPITAN SARMIENTO,BUENOS AIRES,BIOMASA,RENOVAR RONDA 2,7.2,-34.1632852,-59.7667703,0.1,En Construcción,202111,"{""type"":""Point"",""coordinates"":[-59.7667703,-34.1632852]}"
BRS-3600,C.T. BIOGAS SAN MARTIN NORTE III D,BUENOS AIRES,BRS,RENOVAR RONDA 3,5,-34.520754,-58.627213,1,Finalizado,202111,"{""type"":""Point"",""coordinates"":[-58.627213,-34.520754]}"
BRS-600,C.T. RICARDONE II,SANTA FE,BRS,RENOVAR RONDA 2,3.12,-32.81018333,-60.76643333,0.3,En Construcción,202111,"{""type"":""Point"",""coordinates"":[-60.76643333,-32.81018333]}"
BRS-602,C.T. GONZALEZ CATAN,BUENOS AIRES,BRS,RENOVAR RONDA 2,5,-34.74240624,-58.65754997,0.95,En Construcción,202111,"{""type"":""Point"",""coordinates"":[-58.65754997,-34.74240624]}"
BRS-603,C.T. ENSENADA,BUENOS AIRES,BRS,RENOVAR RONDA 2,5,-34.86173705,-57.966106,1,Finalizado,202111,"{""type"":""Point"",""coordinates"":[-57.966106,-34.86173705]}"
EOL-003,P.E. ENERGETICA I,BUENOS AIRES,EÓLICA,RENOVAR RONDA 2,79.8,-38.36213914,-62.22491805,1,Finalizado,202111,"{""type"":""Point"",""coordinates"":[-62.22491805,-38.36213914]}"
EOL-004,P.E. GENERAL ACHA,LA PAMPA,EÓLICA,RENOVAR RONDA 2,60,-37.52356965,-64.6601817,0.05,En Construcción,202111,"{""type"":""Point"",""coordinates"":[-64.6601817,-37.52356965]}"
EOL-016,P.E. CHUBUT NORTE IV,CHUBUT,EÓLICA,RENOVAR RONDA 2,82.8,-42.61023352,-65.18158513,1,Finalizado,202111,"{""type"":""Point"",""coordinates"":[-65.18158513,-42.61023352]}"
EOL-020,P.E. CHUBUT NORTE III,CHUBUT,EÓLICA,RENOVAR RONDA 2,57.6,-42.56166329,-65.19153851,1,Finalizado,202111,"{""type"":""Point"",""coordinates"":[-65.19153851,-42.56166329]}"
EOL-022,P.E. SAN JORGE Y EL MATACO,BUENOS AIRES,EÓLICA,RENOVAR RONDA 2,200,-38.33439747,-62.28613435,1,Finalizado,202111,"{""type"":""Point"",""coordinates"":[-62.28613435,-38.33439747]}"
EOL-029,P.E. ARAUCO II (ETAPA 5 Y 6),LA RIOJA,EÓLICA,RENOVAR RONDA 2,100,-28.70979199,-66.72083321,0.25,En Construcción,202111,"{""type"":""Point"",""coordinates"":[-66.72083321,-28.70979199]}"
EOL-035,P.E. CAÑADON LEON,SANTA CRUZ,EÓLICA,RENOVAR RONDA 2,99,-46.58758672,-67.66143294,0.95,En Construcción,202111,"{""type"":""Point"",""coordinates"":[-67.66143294,-46.58758672]}"
EOL-041,P.E. LA GENOVEVA,BUENOS AIRES,EÓLICA,RENOVAR RONDA 2,86.625,-38.57195723,-61.94553195,1,Finalizado,202111,"{""type"":""Point"",""coordinates"":[-61.94553195,-38.57195723]}"
EOL-049,P.E. DIADEMA II,CHUBUT,EÓLICA,RENOVAR RONDA 2,27.6,-45.75402222,-67.66545556,1,Finalizado,202111,"{""type"":""Point"",""coordinates"":[-67.66545556,-45.75402222]}"
EOL-05,P.E. VIENTOS LOS HÉRCULES,SANTA CRUZ,EÓLICA,RENOVAR RONDA 1,97.2,-46.6334,-68.38951944,1,Finalizado,202111,"{""type"":""Point"",""coordinates"":[-68.38951944,-46.6334]}"
EOL-051,P.E. VIENTOS FRAY GUEN,BUENOS AIRES,EÓLICA,RENOVAR RONDA 2,100,-38.24787295,-58.1180681,0,No iniciado,202111,"{""type"":""Point"",""coordinates"":[-58.1180681,-38.24787295]}"
EOL-06,P.E. VILLALONGA,BUENOS AIRES,EÓLICA,RENOVAR RONDA 1,50,-40.047221,-62.665268,1,Finalizado,202111,"{""type"":""Point"",""coordinates"":[-62.665268,-40.047221]}"
EOL-08,P.E. CHUBUT NORTE,CHUBUT,EÓLICA,RENOVAR RONDA 1,28.35,-42.57453889,-65.11999444,1,Finalizado,202111,"{""type"":""Point"",""coordinates"":[-65.11999444,-42.57453889]}"
